,artist_name,track_name,track_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
22,Keith Urban,Long Hot Summer,3PY88239tYBnAv5LQoU2oY,0.0301,0.657,273587,0.785,4.62e-06,3,0.0927,-8.428,1,0.037,127.987,4,0.769
23,Jaron And The Long Road To Love,Pray For You,3HMMQkT3IMvMBbvxUNPpK3,0.612,0.4,190240,0.635,0.0,10,0.149,-5.787,1,0.0436,139.649,4,0.395
24,Alan Jackson,Little Bitty,2CBRlZtrYrhd8XXFFDSxAl,0.15,0.563,158080,0.796,0.0,4,0.355,-7.604,1,0.0409,162.88,4,0.741
25,Kenny Chesney,Somewhere With You,3pkzJjJXfdDjhpXx639MIH,0.0862,0.68,243520,0.849,0.00013,1,0.174,-6.475,0,0.0376,111.969,4,0.536
26,Billy Currington,Let Me Down Easy,1tZ5C8zI326sIB4kBErdmC,0.361,0.606,228493,0.497,0.0,1,0.106,-5.005,1,0.0278,125.059,4,0.18
27,Clay Walker,She Won't Be Lonely Long,0158TMiGmHyibaDeaUKayX,0.00643,0.635,209253,0.758,0.0,7,0.229,-5.772,1,0.0243,113.002,4,0.322
28,Darius Rucker,Come Back Song,4sHOAALFZiNa4wukjPSBpq,0.138,0.516,235147,0.745,0.0,9,0.114,-5.674,1,0.0381,177.781,4,0.77
29,Zac Brown Band,Keep Me in Mind,2RWoCx917at0tDmpvIyiMH,0.159,0.684,214107,0.715,0.0,6,0.181,-6.132,1,0.0336,96.018,4,0.564
30,Alan Jackson,Remember When,1nCSr7oGeUv7sUEoYuAJFF,0.709,0.558,271280,0.314,0.000319,2,0.193,-10.623,1,0.0295,125.59,4,0.267
31,Brantley Gilbert,You Don't Know Her Like I Do,4WnY4W5KrqglCdIus8X9Bo,0.022,0.49,286520,0.716,0.00048,4,0.0526,-6.681,1,0.0441,74.988,4,0.288
32,Alan Jackson,Livin' On Love,26iYJEimPCE0ozDlpj0UFN,0.163,0.705,228733,0.669,3.41e-06,9,0.0966,-5.974,1,0.0262,118.539,4,0.673
33,Jason Aldean,Tattoos on This Town,2SEsRxNSXidnMOZoTEzX1k,0.0181,0.359,202467,0.784,2.72e-05,7,0.0989,-4.404,1,0.0438,78.494,4,0.444
34,Josh Thompson,Blame It On Waylon,7M68YTelBnT9P1eO1idOOs,0.0353,0.653,212648,0.826,0.0,2,0.193,-5.352,1,0.0315,122.055,4,0.669
35,Alan Jackson,Chasin' That Neon Rainbow,5Wp1Y8jscofORVp0FH0N9l,0.231,0.709,185813,0.71,0.0,7,0.0946,-5.873,1,0.0338,149.061,4,0.831
36,Josh Abbott Band,She's Like Texas,7k0ahlHosIWblaaIsEqJ8M,0.582,0.501,235253,0.523,0.0,2,0.122,-6.906,1,0.0324,156.108,4,0.24
37,Rascal Flatts,I Won't Let Go,1T1C9VVQ1lb60WxWZx7KoG,0.742,0.557,227760,0.406,0.0,4,0.113,-7.083,1,0.0278,131.96,4,0.222
38,Alan Jackson,Drive (For Daddy Gene),3xzoXqypESowMIDPX760Ds,0.317,0.709,242067,0.61,0.0,11,0.102,-7.206,1,0.0434,125.189,4,0.475
39,Brad Paisley,Mud On the Tires,2rQyI7A1yTvTXJ9J4qFmmN,0.294,0.448,206720,0.824,3.81e-05,2,0.662,-5.508,1,0.0478,185.217,4,0.463
40,Alan Jackson,"Tall, Tall Trees",5JkGBzxQ6qqf6MSzuLnjV2,0.172,0.675,148973,0.794,0.0,7,0.136,-6.174,1,0.0396,145.951,4,0.964
41,Buck Owens,Act Naturally,3JWEMzwpcWCvu4Qw1BIbYi,0.336,0.552,143693,0.474,0.0,7,0.173,-6.847,1,0.0275,92.156,4,0.7
42,Blake Shelton,Kiss My Country Ass,6VKjdUk3JEbeBXv1IusK5M,0.0384,0.5,252893,0.87,0.0,7,0.13,-3.282,1,0.0368,90.001,4,0.687
43,Josh Abbott Band,"Oh, Tonight (feat. Kacey Musgraves)",35DciiuaU8Lut9EkrlP4wR,0.336,0.567,205507,0.642,0.0,11,0.127,-4.836,1,0.0318,150.071,4,0.319
44,Gretchen Wilson,Redneck Woman,5pQtfVIaQvINzl0XIGKNrC,0.105,0.51,215920,0.847,0.0,11,0.691,-4.622,1,0.087,184.942,4,0.74
45,The Chicks,Travelin' Soldier,4NVS8Q502FVfuMQXNK2I7t,0.634,0.565,342427,0.323,0.0,9,0.214,-8.837,1,0.0273,145.904,4,0.501
46,Kenny Chesney,The Boys of Fall,2Y48Q7HryWdPJZypJotjlJ,0.227,0.503,391853,0.648,0.00124,7,0.378,-6.243,1,0.027,147.942,4,0.39
47,Brantley Gilbert,Take It Outside,6qjcR3YhnmZ8qT7BGOXLR6,0.000112,0.427,256640,0.743,0.0275,6,0.148,-5.908,1,0.0343,156.784,4,0.486
48,Johnny Cash,Ain't No Grave,1xADYlM5rjnbJvAW2tc0qF,0.894,0.52,173267,0.35,0.000778,9,0.0895,-10.713,0,0.052,79.647,4,0.39
49,Trace Adkins,You're Gonna Miss This,5Ga2YBqKtetWgWL2pl3g3f,0.0272,0.492,223973,0.69,7.73e-05,8,0.0978,-5.878,1,0.0344,154.926,4,0.333
50,Randy Travis,"Forever and Ever, Amen",4rQSLX4qMiUWL81hEQOuPY,0.302,0.701,212587,0.678,1.55e-05,2,0.159,-8.491,1,0.0264,90.607,4,0.708
51,Alan Jackson,Where I Come From,6ej1QJ8eIYmhsyTlvgDajy,0.22,0.726,239240,0.631,0.0,11,0.193,-8.136,0,0.0334,124.711,4,0.746
52,Tim McGraw,Something Like That,1zG6cEmeo4rv7Old8XD7vC,0.378,0.507,183733,0.85,0.0,5,0.0567,-5.679,1,0.0472,171.8,4,0.847
53,Darius Rucker,This,6fIvjDuusQK59brMgHV9qb,0.121,0.625,218867,0.826,0.0,4,0.158,-5.037,1,0.0325,99.919,4,0.699
54,Rascal Flatts,Easy,7jkWXm5j2er2KfsCRPwWfy,0.128,0.343,218480,0.594,0.0,2,0.128,-4.876,1,0.0344,120.998,3,0.425
55,Easton Corbin,A Little More Country Than That,7LrZ3SczM7zlUkVlhevPp2,0.0795,0.64,172227,0.6,1.5e-06,11,0.106,-8.534,1,0.0318,84.969,4,0.593
56,Brantley Gilbert,My Kind Of Crazy,4FcOYKkhIXgvO787zu0Cxy,0.5,0.551,214560,0.452,0.0,8,0.272,-9.402,1,0.0299,142.015,4,0.329
57,Alan Jackson,It Must Be Love,16OFkCrdYH524sqvTPt6CT,0.284,0.816,171813,0.669,0.0,6,0.0563,-7.925,1,0.0295,112.132,4,0.967
58,Rodney Atkins,It’s America,6QbcLktLNe7eYqh8TjZeCd,0.0374,0.595,213787,0.715,0.0,4,0.374,-13.863,1,0.0384,134.498,4,0.722
59,Zac Brown Band,No Hurry,5YrMcUZoNXlUCfwgnfocgL,0.375,0.565,226227,0.531,0.0,3,0.312,-5.809,1,0.0287,146.027,4,0.407
60,Tim McGraw,Live Like You Were Dying,5uaTGZyDMK1iZ9eW1qeBEX,0.492,0.416,300333,0.546,0.0,7,0.0845,-7.728,1,0.0297,159.929,4,0.418
61,Little Big Town,Little White Church,0f73zOCdBx6ZPdiBjwN1AP,0.13,0.667,186224,0.878,0.0,10,0.16,-4.797,1,0.0445,107.024,4,0.816
62,The Chicks,Landslide,65nCVhtlWYUzNvcM1MYp4l,0.569,0.574,228480,0.4,6.19e-06,2,0.164,-8.387,1,0.0273,146.018,4,0.512
63,Garrett Hedlund,Give In to Me,5rwxsHLK1q9fPJFyyqJmP1,0.632,0.624,209920,0.357,9.2e-06,0,0.112,-10.031,1,0.0234,79.998,4,0.402
64,Blake Shelton,Who Are You When I'm Not Looking,15fZHvjZXoAILTvmt4EXIk,0.409,0.412,187733,0.457,0.0187,4,0.0978,-9.142,1,0.0288,74.824,4,0.202
65,Whitey Morgan and the 78's,Bad News,0FkCbt8AiKnj7HRrS2R2Hi,0.0614,0.673,317507,0.658,0.00851,2,0.0741,-7.101,1,0.0266,87.528,4,0.494
66,Justin Townes Earle,Harlem River Blues,705t4FIT7itZwAyFKt3krq,0.0325,0.475,168613,0.705,0.0,7,0.0693,-6.538,1,0.0619,155.6,4,0.471
67,Brantley Gilbert,Hell On Wheels,18WhWzFnqEbE04y4H5Y13z,0.0338,0.46,253013,0.826,3.49e-05,1,0.115,-5.624,1,0.0525,160.222,4,0.747
68,Ryan Bingham,Hallelujah,4rdE7Rtddm0BXwj6RBFSxL,0.735,0.615,300453,0.41,4.52e-05,11,0.103,-12.057,1,0.0313,128.855,4,0.274
69,Blake Shelton,All About Tonight,5cQIrML7iJEUsOCNsHqWlB,0.0159,0.674,205613,0.943,0.0,0,0.504,-3.413,1,0.0408,118.06,4,0.856
70,The Lacs,Kickin Up Mud,6eHTrSCKzmYNQjXtTKDpHV,0.0417,0.783,216493,0.614,0.0,5,0.0938,-5.935,0,0.29,65.005,4,0.768
71,Easton Corbin,Roll With It,7bNX2Fgb4MjPrYbkHaCNwV,0.106,0.709,207587,0.654,0.0,5,0.277,-7.753,1,0.0267,119.989,4,0.488
72,Alan Jackson,Where Were You (When the World Stopped Turning),3eSwvMfSA0Fyku6Ak5JEw0,0.549,0.623,305093,0.387,0.0,0,0.0764,-9.537,1,0.0316,115.362,4,0.189
73,Brad Paisley,We Danced,4HHtqzri9jrmAGFyucxkLG,0.385,0.596,225680,0.465,0.0,9,0.106,-8.511,1,0.0253,73.013,4,0.141
74,Tech N9ne Collabos,Loud,7LG1SR44Kh4f9lgyXSdWTD,0.252,0.865,291867,0.878,0.0,1,0.107,-2.637,0,0.271,140.075,4,0.763
75,Blake Shelton,Hillbilly Bone,40T9vgCE3W4Y6QePIkQBEm,0.0558,0.603,224907,0.946,6.51e-05,7,0.114,-4.172,1,0.0463,144.019,4,0.912
76,Tim McGraw,Don't Take The Girl,2iTRea118VRKRUzrGjjlHP,0.279,0.439,249360,0.454,0.0,0,0.123,-8.669,1,0.0308,204.263,4,0.354
77,Josh Thompson,Way Out Here,3E9kjnz0hjlCAaNkpDAJLG,0.057,0.389,245899,0.72,0.0,2,0.183,-5.465,1,0.0308,147.94,4,0.51
78,The Band Perry,You Lie,462tT5pBVstoLcOSJsBBKw,0.387,0.521,214733,0.656,0.0,6,0.143,-5.015,1,0.0289,170.939,4,0.598
79,Blake Shelton,Hillbilly Bone (feat. Trace Adkins),7dL2kSVsBelmkQHbkNkx1l,0.0441,0.611,225280,0.964,7.37e-05,7,0.109,-3.076,1,0.0464,144.014,4,0.9
80,Jason Aldean,See You When I See You,71gP5Yjb0jaNjNSeJD4QxK,0.0187,0.48,228227,0.673,0.0,0,0.0819,-4.517,1,0.0354,164.049,4,0.273
81,Ryan Bingham,The Weary Kind,5uqQQtXsY2HJLbPVPwcz6C,0.938,0.48,258293,0.313,0.0223,2,0.122,-16.358,1,0.0284,100.075,4,0.273
82,Alan Jackson,Who's Cheatin' Who,7b7ch5lDx13Jwm2623CxJS,0.226,0.656,241440,0.816,1.02e-05,7,0.264,-8.553,1,0.029,133.237,4,0.962
83,Big Smo,Kickin It In Tennessee,7MEO7ZgajnCWMje9GM5gGV,0.505,0.674,268958,0.95,0.0,5,0.103,-5.0,0,0.182,76.009,4,0.843
84,The Lacs,Country Road,31Xa0SpE8683VhZXnJMjjn,0.249,0.649,239493,0.665,0.0,8,0.089,-5.411,0,0.1,169.996,4,0.506
85,Randy Houser,Whistlin' Dixie,372rbkxOwppdwGBF0wDXow,0.155,0.627,188000,0.792,0.0628,6,0.102,-4.419,1,0.0477,159.044,4,0.812
86,Jason Aldean,Texas Was You,3XmGUn730lnJnYMUAMhlHk,0.0111,0.631,205200,0.784,7.23e-05,8,0.0932,-4.017,1,0.0343,110.066,4,0.47
87,Darius Rucker,Southern State Of Mind,6NGqtkp6zbRmQnbRTehplQ,0.147,0.601,216920,0.63,0.0,1,0.263,-6.874,1,0.0276,154.879,4,0.672
88,Randy Travis,Diggin' Up Bones,6stD0CS3QFs2yY3CoBfK8K,0.361,0.703,179373,0.575,0.0,0,0.0692,-8.215,1,0.0261,85.672,4,0.869
89,Zac Brown Band,Let It Go,2J6ra8Qii3nQO1eepvWWLR,0.402,0.606,277280,0.565,1.64e-05,6,0.0699,-7.413,1,0.0331,161.988,4,0.68
90,Brad Paisley,I'm Still a Guy,10K3cLNxSH5XLs9X951hLR,0.104,0.494,248787,0.599,0.0,2,0.0882,-6.836,1,0.0316,163.729,3,0.457
91,Jamey Johnson,Set 'Em Up Joe,72bYRsbeXkOLOWfbppe8qS,0.186,0.606,167627,0.51,0.000411,2,0.373,-10.566,1,0.055,127.689,4,0.349
92,Brad Paisley,Little Moments,7nJrhBDkUSHASFzopvgygk,0.245,0.558,221067,0.551,4.19e-06,9,0.231,-6.333,1,0.0263,78.374,4,0.347
93,Jason Aldean,Country Boy's World,3PwT4UE95RrHyn6pheYS4g,0.0696,0.566,246533,0.719,0.0,7,0.103,-5.02,1,0.0324,148.125,4,0.448
94,Jason Aldean,Church Pew or Bar Stool,2qzgMPnE4MxNz4NLG9LvOS,0.243,0.545,259053,0.698,0.0,5,0.102,-4.272,1,0.0308,72.449,4,0.407
95,Brantley Gilbert,Fall Into Me,2MedaqRcSsxA1hiiXGoK7s,0.0601,0.314,240053,0.408,0.00421,5,0.149,-8.717,0,0.0283,138.917,3,0.239
96,k.d. lang,Constant Craving,0wCrg1LhgPcGMw51qqpI6k,0.0603,0.6,277240,0.77,4.79e-06,5,0.0967,-5.559,0,0.0302,128.473,4,0.321
97,Blaze Foley,Clay Pigeons,2bbmdWor8U0QVHxLiwo4SP,0.867,0.388,180813,0.217,7.87e-06,6,0.116,-14.624,1,0.0447,81.0,4,0.307
98,Brantley Gilbert,Dirt Road Anthem (Revisited),13KyJdVV5uKFdwwkJiK7Vc,0.28,0.756,278493,0.726,1.24e-06,7,0.125,-8.279,1,0.0471,129.999,4,0.911
99,Zac Brown Band,Whiskey's Gone,1TIYDnd0XUcFBE9pHpRNCv,0.227,0.698,166800,0.724,5.87e-06,1,0.287,-5.984,1,0.0342,139.981,4,0.677
100,Jerrod Niemann,One More Drinkin' Song,1HYKv0B6bYycqpxWHydKy9,0.473,0.734,167813,0.698,8.02e-05,9,0.297,-5.833,1,0.0331,114.031,4,0.605
101,Brantley Gilbert,More Than Miles,28ov70yrukmJDAFtiThdTS,0.0295,0.47,252867,0.778,0.000225,5,0.354,-5.992,1,0.037,152.005,4,0.448
102,Zac Brown Band,Make This Day,5qMEjHgdEgPnmedpBZ1SzO,0.131,0.576,242853,0.824,8.58e-06,8,0.0664,-5.473,1,0.0534,181.973,4,0.715
103,Jason Aldean,Just Passing Through,1truk7ew9nRnUrcR2c1AbL,0.325,0.573,200320,0.52,0.0,9,0.125,-4.307,1,0.0265,70.557,4,0.46
104,Clay Walker,Then What?,7Ihl2uNgZmwaOyp9KRHGsA,0.169,0.564,183707,0.806,0.0,4,0.0663,-8.227,1,0.063,176.405,4,0.633
105,Zac Brown Band,I Play the Road,2Fm0WH3T3Ca7hTALuiNAGz,0.394,0.548,259587,0.734,0.0,6,0.0945,-6.185,1,0.0311,170.044,4,0.528
106,Randy Rogers Band,Interstate,2bSakZfbGt38Z9sViKpNXc,0.00209,0.602,281653,0.802,4.15e-06,0,0.132,-5.635,1,0.0274,119.685,4,0.469
107,Jerrod Niemann,What Do You Want,6bdDMSGOpu4u2AT4rarSDc,0.657,0.555,214573,0.496,1.14e-06,4,0.106,-10.12,1,0.143,153.301,4,0.543
108,Jason Aldean,I Ain't Ready to Quit,1at2b42OcAN90gQNXwxVKU,0.181,0.52,213720,0.68,3.12e-06,6,0.197,-4.649,1,0.0291,75.953,3,0.536
109,Trace Adkins,(This Ain't) No Thinkin' Thing,4AWZVz9cuAS1ZsJUB5cq8S,0.156,0.628,241120,0.807,4.92e-05,9,0.0962,-3.835,0,0.0251,116.058,4,0.554
110,Tim McGraw,Felt Good On My Lips,2D2tn77f5ZrADmf8h4zR3t,0.024,0.56,277400,0.869,2.94e-06,3,0.136,-3.804,1,0.0387,136.001,4,0.519
111,Toby Keith,Bullets in the Gun,26bRcXA9qmivWYTPocMlfT,0.339,0.61,256613,0.761,1.88e-05,9,0.0839,-6.022,1,0.0627,120.017,4,0.433
112,The Chicks,Wide Open Spaces,0iEKsU36M5OYW0D1YCO1RO,0.469,0.692,223707,0.546,0.0,4,0.107,-5.968,1,0.0246,89.912,4,0.511
113,The Band Perry,All Your Life,2khs94jHAVzUm3Pu4mAMmv,0.227,0.536,231933,0.521,0.0,9,0.165,-5.373,1,0.0261,131.937,4,0.455
114,Zac Brown Band,Settle Me Down,1m5jykWigz2T4I7GkFS3Ah,0.121,0.633,201547,0.696,0.0,7,0.0667,-6.364,1,0.0683,169.855,4,0.922
115,Randy Travis,I Told You So,4HNj7TkT9VnfVjtV2HRlpl,0.349,0.633,219947,0.325,0.0,9,0.114,-9.05,1,0.0268,79.079,4,0.225
116,Tim McGraw,Southern Voice,1R9tieT3ZujuJ77a9U5wR3,0.0446,0.63,242427,0.877,0.0,9,0.113,-4.106,1,0.0321,112.051,4,0.758
117,Josh Turner,I Wouldn't Be A Man,3ga3cmO4mb9dMhysyJUEaH,0.462,0.617,212693,0.465,0.000308,2,0.0885,-7.945,1,0.0291,130.85,4,0.224
118,Cody Jinks,Been Around,5ynCKGowYXsQ5yq8ylEwjS,0.0496,0.707,179453,0.653,0.0,7,0.0684,-4.691,1,0.0423,123.038,4,0.64
119,Reba McEntire,Turn On The Radio,6A2hvKTF2FShj0Yma7CP8N,0.026,0.603,215387,0.859,0.0,11,0.224,-3.772,1,0.0416,123.072,4,0.702
120,Ryan Bingham,All Choked Up Again,38wl30PS8GaNmwLblsQerL,0.541,0.695,371440,0.238,0.00988,4,0.129,-13.726,0,0.0415,136.449,4,0.184
121,Keith Urban,You Gonna Fly,5B25Jpgu62IX8w1YtLibuA,0.0598,0.457,216867,0.846,0.0,4,0.34,-8.547,1,0.0477,177.353,4,0.851
122,The Bone Collector,Duck Blind (feat. Rhett Akins & Dallas Davidson),2i7t1wj1ZR6gH2HxJ908yR,0.142,0.623,153707,0.845,0.0,2,0.0655,-3.381,1,0.137,171.912,4,0.727
123,Jason Boland & The Stragglers,Tulsa Time,6qiyBVkWoHT1sFoGUQg7KO,0.225,0.64,225080,0.762,0.000149,4,0.936,-5.57,1,0.0302,99.959,4,0.778
124,Kenny Chesney,Coastal,22ejspKqayOvA7eCzUjFlk,0.0958,0.721,159587,0.72,2.79e-06,8,0.0984,-6.544,1,0.0282,111.957,4,0.726
125,Brabo Gator,Love Song,00rsJA8H0HO6NxWsT6ISCg,0.0708,0.835,187709,0.757,0.0,8,0.184,-4.851,1,0.157,88.009,4,0.819
126,Buck Owens,My Heart Skips A Beat,1jGa3ZVWNhqes22ZoVBfOJ,0.285,0.609,148320,0.569,0.0,9,0.0586,-6.359,1,0.0371,86.583,4,0.787
127,Cody Jinks,Last Call for the Blues,35RvjSZR91c4Fnrut7ZFao,0.282,0.668,338693,0.472,0.000153,0,0.139,-5.881,1,0.0261,75.018,4,0.576
128,Tim McGraw,The Cowboy In Me,7gHoT3JZocCWKWkMWvAGix,0.076,0.488,244507,0.569,1.06e-06,2,0.0796,-7.323,1,0.0294,71.92,4,0.153
129,Brad Paisley,When I Get Where I'm Going (feat. Dolly Parton) (feat. Dolly Parton),6eEih3sYE69plp2fCKZInS,0.443,0.497,246547,0.462,0.0,0,0.111,-6.705,1,0.0269,85.973,4,0.21
130,Clay Walker,If I Could Make a Living,707ayNK8mQkl7VcsyEWMh4,0.18,0.598,132413,0.777,0.0,5,0.285,-6.751,1,0.0321,156.053,4,0.873
131,Easton Corbin,I Can't Love You Back,7tK1fO2PVs80OnVB1RSa89,0.341,0.565,245187,0.449,1.31e-05,11,0.132,-10.962,1,0.0284,134.039,4,0.119
132,Tim McGraw,Last Dollar (Fly Away),5wZv3YevrrMZBlNrUTI4Yd,0.206,0.48,237120,0.621,0.0,4,0.134,-4.814,1,0.0372,207.676,4,0.713
133,Kenny Chesney,Live a Little,13zhyZhlM0VzUpEW8aShcp,0.0207,0.642,219107,0.886,0.0275,7,0.391,-6.151,1,0.04,123.985,4,0.287
134,Alan Jackson,Midnight In Montgomery,1Bucr8Wk891tg8mP6wtdSW,0.484,0.591,225227,0.334,3.24e-06,2,0.11,-8.3,0,0.0276,139.965,4,0.145
135,Brad Paisley,Anything Like Me,74mZKvZcZzzvbOnt8NfWda,0.422,0.545,268187,0.522,0.0,2,0.119,-9.241,1,0.0341,164.869,4,0.446
136,Randy Rogers Band,Steal You Away,7mBFueHAPlAKCWEpxw4Tx1,0.175,0.479,229920,0.372,0.00011,4,0.123,-10.866,1,0.0322,144.808,4,0.272
137,Justin Townes Earle,One More Night In Brooklyn,4xv3P9DiKTKMfFaClyZtgn,0.52,0.762,184320,0.376,2.09e-05,9,0.108,-10.547,1,0.0396,118.357,4,0.571
138,Blake Shelton,She Wouldn't Be Gone,20xK9pC1cCJKnjtJ37YNOQ,0.153,0.509,215613,0.662,0.0,0,0.0773,-4.873,1,0.0293,160.129,4,0.231
139,Brad Paisley,He Didn't Have to Be,1LONTBZZRxDVx4wEvdcCLd,0.105,0.476,282227,0.443,7.97e-06,9,0.123,-7.563,1,0.0282,72.888,4,0.165
140,Brantley Gilbert,Saving Amy,0iED9oTgJbZ7wuKBrZOjkl,0.149,0.335,314427,0.49,1.19e-06,7,0.291,-7.432,0,0.0296,129.879,4,0.207
141,The Black Crowes,She Talks to Angels,47cBKOTLfTt7EOavt7ZW5V,0.253,0.38,376960,0.34,0.00178,4,0.305,-12.599,1,0.0307,145.99,4,0.182
142,Tim McGraw,Please Remember Me,4C5pVpypNmXpSN42rIqmpK,0.177,0.465,296333,0.54,2.82e-06,1,0.106,-7.097,1,0.0277,75.88,4,0.234
143,Toby Keith,Trailerhood,2CdGhu82tkVWkXDPyJCiwU,0.246,0.663,173693,0.83,1.41e-06,7,0.285,-4.584,1,0.039,98.022,4,0.866
144,Kenny Chesney,Reality,0X0zDB7RqpWOIwCHGr2Whu,0.00296,0.315,210640,0.925,0.0642,0,0.114,-4.507,1,0.117,185.305,4,0.415
145,Lee Brice,She Ain't Right,4NxPDTO2ivJ1GwXCyOnPcl,0.119,0.471,192027,0.658,0.0,9,0.214,-4.662,1,0.03,145.959,4,0.37
146,Brad Paisley,The World,3qrE75eXkASxoMG8wJvWSk,0.302,0.446,241680,0.947,0.000692,4,0.0979,-6.594,1,0.052,176.798,4,0.88
147,Billy Currington,Like My Dog,5wBaR9CHZ9IW5yuQ5mT1cJ,0.479,0.697,166560,0.724,0.0,10,0.14,-4.428,1,0.0322,96.953,4,0.477
148,Keith Urban,Without You,0KzEhOxVbub9dglj5mMyCc,0.463,0.496,236027,0.397,6.54e-06,1,0.128,-10.534,1,0.0299,160.021,4,0.611
149,Billy Currington,Love Done Gone,6z6CGFbowofeJZCMmJ7Qnc,0.12,0.67,210747,0.72,0.0,8,0.0694,-3.073,1,0.0291,127.001,4,0.805
150,Cody Jinks,Less Wise,2ibQ2ntPan6aZ09fbc5juH,0.793,0.559,188613,0.122,1.41e-06,5,0.318,-11.983,1,0.0701,117.455,4,0.335
151,Tim McGraw,Where The Green Grass Grows,4tE2mbW2qM0PGOj7yZzvqO,0.198,0.479,201600,0.698,0.0,7,0.126,-7.914,1,0.0277,159.699,4,0.673
152,Tim McGraw,My Next Thirty Years,0Bn3zS1aaIhrMu4OFMnApX,0.265,0.605,217733,0.804,4.93e-06,5,0.345,-7.521,1,0.0363,98.866,4,0.601
